source_dataset,incident_count,year,state_or_location_field_if_available,cause_category_if_available,incident_type_or_system_type_if_available,total_estimated_cost_if_available,fatalities_if_available,injuries_if_available,ignition_or_fire_field_if_available,release_or_leak_field_if_available,dashboard_risk_note
PHMSA Gas Transmission Incidents,2,2018,SC,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,905342,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,2,2018,TX,CORROSION FAILURE,TRANSMISSION SYSTEM,2467316,0,0,NO,LEAK,High reported cost group. Review consequence severity and controls.
PHMSA Gas Transmission Incidents,2,2018,WV,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,22651,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2018,AL,EXCAVATION DAMAGE,TRANSMISSION LINE OF DISTRIBUTION SYSTEM,76700,0,0,NO,LEAK,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2018,AL,OTHER OUTSIDE FORCE DAMAGE,TRANSMISSION LINE OF DISTRIBUTION SYSTEM,297571,0,0,YES,LEAK,Ignition or fire indicator present. Review emergency response and prevention themes.
PHMSA Gas Transmission Incidents,1,2018,AR,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,13528,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2018,AR,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,12050,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2018,AR,EXCAVATION DAMAGE,TRANSMISSION SYSTEM,138861,0,0,NO,RUPTURE,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2018,AR,NATURAL FORCE DAMAGE,TRANSMISSION SYSTEM,170834,0,0,NO,LEAK,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2018,CA,EQUIPMENT FAILURE,TRANSMISSION IN STORAGE FIELD,10297,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2018,CA,EXCAVATION DAMAGE,TRANSMISSION LINE OF DISTRIBUTION SYSTEM,411658,0,0,NO,MECHANICAL PUNCTURE,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2018,CA,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,173255,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2018,CA,NATURAL FORCE DAMAGE,TRANSMISSION SYSTEM,6898334,0,0,YES,OTHER,Ignition or fire indicator present. Review emergency response and prevention themes.
PHMSA Gas Transmission Incidents,1,2018,CA,OTHER OUTSIDE FORCE DAMAGE,TRANSMISSION SYSTEM,430307,0,0,YES,LEAK,Ignition or fire indicator present. Review emergency response and prevention themes.
PHMSA Gas Transmission Incidents,1,2018,CO,EXCAVATION DAMAGE,TRANSMISSION SYSTEM,64252,0,0,NO,MECHANICAL PUNCTURE,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2018,CT,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,18415,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2018,CT,INCORRECT OPERATION,TRANSMISSION SYSTEM,198800,0,0,NO,LEAK,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2018,FL,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,26200,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2018,FL,OTHER INCIDENT CAUSE,TRANSMISSION SYSTEM,3000,0,0,YES,LEAK,Ignition or fire indicator present. Review emergency response and prevention themes.
PHMSA Gas Transmission Incidents,1,2018,IA,EXCAVATION DAMAGE,TRANSMISSION SYSTEM,132410,0,0,NO,MECHANICAL PUNCTURE,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2018,IN,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,43400,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2018,KS,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,100380,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2018,KS,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,166491,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2018,KS,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,625523,0,0,YES,RUPTURE,Ignition or fire indicator present. Review emergency response and prevention themes.
PHMSA Gas Transmission Incidents,1,2018,KS,OTHER OUTSIDE FORCE DAMAGE,TRANSMISSION IN STORAGE FIELD,115639,0,0,NO,LEAK,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2018,KY,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,41245,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2018,LA,CORROSION FAILURE,TRANSMISSION SYSTEM,817000,0,0,YES,RUPTURE,Ignition or fire indicator present. Review emergency response and prevention themes.
PHMSA Gas Transmission Incidents,1,2018,LA,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,1057296,0,0,YES,OTHER,Ignition or fire indicator present. Review emergency response and prevention themes.
PHMSA Gas Transmission Incidents,1,2018,LA,OTHER INCIDENT CAUSE,TRANSMISSION SYSTEM,4695214,0,0,NO,OTHER,High reported cost group. Review consequence severity and controls.
PHMSA Gas Transmission Incidents,1,2018,MA,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,24664,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2018,MI,EQUIPMENT FAILURE,TRANSMISSION IN STORAGE FIELD,2688873,0,0,YES,OTHER,Ignition or fire indicator present. Review emergency response and prevention themes.
PHMSA Gas Transmission Incidents,1,2018,MI,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,18603,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2018,MN,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,13400,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2018,MN,NATURAL FORCE DAMAGE,TRANSMISSION LINE OF DISTRIBUTION SYSTEM,113224,0,0,YES,OTHER,Ignition or fire indicator present. Review emergency response and prevention themes.
PHMSA Gas Transmission Incidents,1,2018,MN,NATURAL FORCE DAMAGE,TRANSMISSION SYSTEM,742294,0,0,NO,LEAK,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2018,MO,OTHER OUTSIDE FORCE DAMAGE,TRANSMISSION SYSTEM,657685,0,0,NO,LEAK,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2018,MS,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,250606,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2018,NJ,INCORRECT OPERATION,TRANSMISSION SYSTEM,231540,0,0,NO,OTHER,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2018,NM,EXCAVATION DAMAGE,TRANSMISSION SYSTEM,376048,0,0,NO,MECHANICAL PUNCTURE,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2018,NM,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,180145,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2018,NY,INCORRECT OPERATION,TRANSMISSION SYSTEM,0,0,0,NO,OTHER,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2018,Not available,CORROSION FAILURE,OFFSHORE GATHERING,1941653,0,0,NO,LEAK,High reported cost group. Review consequence severity and controls.
PHMSA Gas Transmission Incidents,1,2018,Not available,EXCAVATION DAMAGE,OFFSHORE GATHERING,5835006,0,0,YES,MECHANICAL PUNCTURE,Ignition or fire indicator present. Review emergency response and prevention themes.
PHMSA Gas Transmission Incidents,1,2018,OH,EXCAVATION DAMAGE,TRANSMISSION SYSTEM,65725,0,0,NO,MECHANICAL PUNCTURE,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2018,OH,NATURAL FORCE DAMAGE,TRANSMISSION SYSTEM,1380539,0,0,NO,RUPTURE,High reported cost group. Review consequence severity and controls.
PHMSA Gas Transmission Incidents,1,2018,OH,NATURAL FORCE DAMAGE,TRANSMISSION SYSTEM,4145367,0,0,YES,RUPTURE,Ignition or fire indicator present. Review emergency response and prevention themes.
PHMSA Gas Transmission Incidents,1,2018,OK,CORROSION FAILURE,TRANSMISSION SYSTEM,91000,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2018,OK,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,441288,0,0,NO,RUPTURE,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2018,PA,EQUIPMENT FAILURE,TRANSMISSION IN STORAGE FIELD,7082,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2018,PA,EQUIPMENT FAILURE,TRANSMISSION LINE OF DISTRIBUTION SYSTEM,41700,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2018,PA,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,414200,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2018,PA,NATURAL FORCE DAMAGE,TYPE A GATHERING,7011146,0,0,YES,RUPTURE,Ignition or fire indicator present. Review emergency response and prevention themes.
PHMSA Gas Transmission Incidents,1,2018,SC,OTHER INCIDENT CAUSE,TRANSMISSION SYSTEM,211557,0,0,NO,LEAK,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2018,TN,CORROSION FAILURE,TRANSMISSION SYSTEM,256052,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2018,TN,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,20217,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2018,TN,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,20134,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2018,TN,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,3152801,0,0,NO,RUPTURE,High reported cost group. Review consequence severity and controls.
PHMSA Gas Transmission Incidents,1,2018,TN,NATURAL FORCE DAMAGE,TRANSMISSION SYSTEM,34380,0,0,NO,OTHER,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2018,TX,CORROSION FAILURE,TRANSMISSION SYSTEM,978273,0,0,YES,RUPTURE,Ignition or fire indicator present. Review emergency response and prevention themes.
PHMSA Gas Transmission Incidents,1,2018,TX,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,40107,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2018,TX,EXCAVATION DAMAGE,TRANSMISSION LINE OF DISTRIBUTION SYSTEM,89278,0,0,NO,MECHANICAL PUNCTURE,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2018,TX,EXCAVATION DAMAGE,TRANSMISSION SYSTEM,447500,0,0,NO,RUPTURE,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2018,TX,OTHER INCIDENT CAUSE,TRANSMISSION SYSTEM,564341,0,0,NO,OTHER,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2018,TX,OTHER OUTSIDE FORCE DAMAGE,TRANSMISSION SYSTEM,94786,1,4,YES,RUPTURE,"Higher consequence group. Review injuries/fatalities and cause context; risk-awareness summary, not a formal integrity assessment."
PHMSA Gas Transmission Incidents,1,2018,UT,CORROSION FAILURE,TRANSMISSION SYSTEM,623000,0,0,NO,RUPTURE,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2018,WI,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,9497,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2018,WV,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,124685,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2018,WV,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,539490,0,0,YES,LEAK,Ignition or fire indicator present. Review emergency response and prevention themes.
PHMSA Gas Transmission Incidents,1,2018,WV,NATURAL FORCE DAMAGE,TRANSMISSION SYSTEM,3865014,0,0,NO,OTHER,High reported cost group. Review consequence severity and controls.
PHMSA Gas Transmission Incidents,1,2018,WV,NATURAL FORCE DAMAGE,TRANSMISSION SYSTEM,20384634,0,0,YES,RUPTURE,Ignition or fire indicator present. Review emergency response and prevention themes.
PHMSA Gas Transmission Incidents,6,2019,LA,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,729963,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,5,2019,TX,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,227231,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,5,2019,TX,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,10809555,0,0,NO,OTHER,High reported cost group. Review consequence severity and controls.
PHMSA Gas Transmission Incidents,4,2019,WV,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,103058,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,3,2019,LA,CORROSION FAILURE,TRANSMISSION SYSTEM,1139972,0,0,NO,LEAK,High reported cost group. Review consequence severity and controls.
PHMSA Gas Transmission Incidents,3,2019,MI,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,296942,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,3,2019,Not available,CORROSION FAILURE,OFFSHORE GATHERING,2076521,0,0,NO,LEAK,High reported cost group. Review consequence severity and controls.
PHMSA Gas Transmission Incidents,3,2019,Not available,CORROSION FAILURE,TRANSMISSION SYSTEM,1235775,0,0,NO,LEAK,High reported cost group. Review consequence severity and controls.
PHMSA Gas Transmission Incidents,3,2019,TN,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,56152,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,2,2019,FL,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,73259,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,2,2019,LA,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,208277,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,2,2019,LA,NATURAL FORCE DAMAGE,TRANSMISSION SYSTEM,352788,0,0,NO,LEAK,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,2,2019,MD,INCORRECT OPERATION,TRANSMISSION SYSTEM,17250,0,0,NO,OTHER,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,2,2019,OH,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,685074,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,2,2019,OK,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,48719,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,2,2019,PA,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,28552,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,2,2019,PA,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,130300,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,2,2019,TX,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,296638,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2019,AK,CORROSION FAILURE,TRANSMISSION SYSTEM,1500050,0,0,NO,LEAK,High reported cost group. Review consequence severity and controls.
PHMSA Gas Transmission Incidents,1,2019,AK,EXCAVATION DAMAGE,TRANSMISSION SYSTEM,103185,0,0,NO,MECHANICAL PUNCTURE,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2019,AL,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,53336,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2019,AL,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,547546,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2019,AR,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,29000,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2019,AR,EXCAVATION DAMAGE,TRANSMISSION SYSTEM,3904413,0,0,NO,RUPTURE,High reported cost group. Review consequence severity and controls.
PHMSA Gas Transmission Incidents,1,2019,AR,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,162200,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2019,AR,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,4995198,0,0,NO,RUPTURE,High reported cost group. Review consequence severity and controls.
PHMSA Gas Transmission Incidents,1,2019,AR,OTHER INCIDENT CAUSE,TRANSMISSION SYSTEM,1453327,0,0,NO,LEAK,High reported cost group. Review consequence severity and controls.
PHMSA Gas Transmission Incidents,1,2019,AZ,INCORRECT OPERATION,TRANSMISSION SYSTEM,19019,0,0,NO,OTHER,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2019,AZ,OTHER INCIDENT CAUSE,TRANSMISSION SYSTEM,26179,0,0,NO,LEAK,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2019,CA,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,132988,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2019,CA,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,201781,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2019,CO,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,844980,0,0,YES,RUPTURE,Ignition or fire indicator present. Review emergency response and prevention themes.
PHMSA Gas Transmission Incidents,1,2019,CO,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,18053,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2019,CO,OTHER OUTSIDE FORCE DAMAGE,TRANSMISSION SYSTEM,108084,0,0,NO,OTHER,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2019,CO,OTHER OUTSIDE FORCE DAMAGE,TYPE A GATHERING,381431,0,0,NO,LEAK,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2019,FL,EXCAVATION DAMAGE,TRANSMISSION SYSTEM,262526,0,0,NO,MECHANICAL PUNCTURE,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2019,GA,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,138941,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2019,IA,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,55004,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2019,IA,EXCAVATION DAMAGE,TRANSMISSION SYSTEM,42495,0,0,NO,MECHANICAL PUNCTURE,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2019,IA,NATURAL FORCE DAMAGE,TRANSMISSION SYSTEM,252600,0,0,NO,LEAK,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2019,IA,NATURAL FORCE DAMAGE,TRANSMISSION SYSTEM,13740,0,0,NO,OTHER,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2019,ID,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,53020,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2019,IL,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,8396,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2019,IL,EXCAVATION DAMAGE,TRANSMISSION LINE OF DISTRIBUTION SYSTEM,449434,0,0,NO,MECHANICAL PUNCTURE,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2019,IN,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,52074,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2019,KS,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,22355,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2019,KY,EXCAVATION DAMAGE,TRANSMISSION SYSTEM,313326,0,0,NO,MECHANICAL PUNCTURE,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2019,KY,INCORRECT OPERATION,TRANSMISSION SYSTEM,54094,0,0,NO,OTHER,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2019,KY,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,19485382,1,6,YES,RUPTURE,"Higher consequence group. Review injuries/fatalities and cause context; risk-awareness summary, not a formal integrity assessment."
PHMSA Gas Transmission Incidents,1,2019,LA,CORROSION FAILURE,TRANSMISSION IN STORAGE FIELD,91865,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2019,LA,CORROSION FAILURE,TRANSMISSION SYSTEM,220969,0,0,NO,RUPTURE,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2019,LA,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,134864,0,0,NO,RUPTURE,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2019,MD,NATURAL FORCE DAMAGE,TRANSMISSION SYSTEM,8413,0,0,NO,OTHER,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2019,MI,CORROSION FAILURE,TRANSMISSION SYSTEM,189595,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2019,MI,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,17517152,0,0,YES,OTHER,Ignition or fire indicator present. Review emergency response and prevention themes.
PHMSA Gas Transmission Incidents,1,2019,MO,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,1502052,0,0,YES,RUPTURE,Ignition or fire indicator present. Review emergency response and prevention themes.
PHMSA Gas Transmission Incidents,1,2019,MO,OTHER INCIDENT CAUSE,TRANSMISSION SYSTEM,500005,0,0,NO,OTHER,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2019,MO,OTHER OUTSIDE FORCE DAMAGE,TRANSMISSION LINE OF DISTRIBUTION SYSTEM,62786,0,0,NO,LEAK,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2019,MS,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,81500,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2019,NC,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,558714,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2019,NE,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,10294,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2019,NE,MATERIAL FAILURE OF PIPE OR WELD,TRANSMISSION SYSTEM,48000,0,0,NO,RUPTURE,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2019,NM,CORROSION FAILURE,TRANSMISSION SYSTEM,290516,0,0,NO,RUPTURE,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2019,NM,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,21299,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2019,NV,OTHER OUTSIDE FORCE DAMAGE,TRANSMISSION SYSTEM,101607,0,0,YES,RUPTURE,Ignition or fire indicator present. Review emergency response and prevention themes.
PHMSA Gas Transmission Incidents,1,2019,Not available,MATERIAL FAILURE OF PIPE OR WELD,OFFSHORE GATHERING,801390,0,0,NO,RUPTURE,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2019,OH,CORROSION FAILURE,TRANSMISSION SYSTEM,300840,0,0,NO,LEAK,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2019,OH,EQUIPMENT FAILURE,TRANSMISSION SYSTEM,270257,0,0,NO,OTHER,Mechanical integrity theme. Review cause category and asset context.
PHMSA Gas Transmission Incidents,1,2019,OH,NATURAL FORCE DAMAGE,TRANSMISSION SYSTEM,150800,0,0,NO,LEAK,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2019,OH,NATURAL FORCE DAMAGE,TRANSMISSION SYSTEM,21502491,0,1,YES,RUPTURE,"Higher consequence group. Review injuries/fatalities and cause context; risk-awareness summary, not a formal integrity assessment."
PHMSA Gas Transmission Incidents,1,2019,OH,OTHER OUTSIDE FORCE DAMAGE,TRANSMISSION IN STORAGE FIELD,251011,0,0,NO,LEAK,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2019,OH,OTHER OUTSIDE FORCE DAMAGE,TRANSMISSION SYSTEM,1794396,0,0,NO,LEAK,High reported cost group. Review consequence severity and controls.
PHMSA Gas Transmission Incidents,1,2019,OK,EXCAVATION DAMAGE,TRANSMISSION SYSTEM,61188,0,0,NO,LEAK,Use for LNG-style incident risk awareness and trend review.
PHMSA Gas Transmission Incidents,1,2019,OK,EXCAVATION DAMAGE,TRANSMISSION SYSTEM,95882,0,0,NO,MECHANICAL PUNCTURE,Use for LNG-style incident risk awareness and trend review.
