PMRecordID,AssetID,PMDueDate,PMCompletedDate,PMCategory,PMFrequency,AssignedTeam,CompletionStatus,ScheduleStatus,DaysOverdue,DataOrigin,IsIllustrative
1,LNG-CMP-002,2024-01-01,2023-12-30,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1296,LNG-CWP-080,2026-12-01,,Lubrication,Monthly,Mech,Open,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1297,LNG-CWP-085,2024-01-01,2023-12-30,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1298,LNG-CWP-085,2024-02-01,2024-02-01,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1299,LNG-CWP-085,2024-03-01,2024-02-29,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1300,LNG-CWP-085,2024-04-01,2024-03-29,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1301,LNG-CWP-085,2024-05-01,2024-05-04,Inspection,Monthly,Mech,Completed,Completed Late,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1302,LNG-CWP-085,2024-06-01,2024-05-29,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1303,LNG-CWP-085,2024-07-01,2024-07-02,Inspection,Monthly,Mech,Completed,Completed Late,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1304,LNG-CWP-085,2024-08-01,2024-07-29,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1305,LNG-CWP-085,2024-09-01,2024-08-30,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1306,LNG-CWP-085,2024-10-01,,Lubrication,Monthly,Mech,Open,Overdue,648.0,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1307,LNG-CWP-085,2024-11-01,2024-10-30,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1308,LNG-CWP-085,2024-12-01,2024-11-29,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1309,LNG-CWP-085,2025-01-01,2025-01-01,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1310,LNG-CWP-085,2025-02-01,2025-01-30,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1311,LNG-CWP-085,2025-03-01,,Inspection,Monthly,Mech,Cancelled,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1312,LNG-CWP-085,2025-04-01,2025-03-29,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1313,LNG-CWP-085,2025-05-01,2025-04-28,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1314,LNG-CWP-085,2025-06-01,2025-05-31,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1315,LNG-CWP-085,2025-07-01,2025-07-15,Inspection,Monthly,Mech,Completed,Completed Late,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1316,LNG-CWP-085,2025-08-01,,Lubrication,Monthly,Mech,Open,Overdue,344.0,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1317,LNG-CWP-085,2025-09-01,2025-08-30,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1318,LNG-CWP-085,2025-10-01,2025-10-01,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1319,LNG-CWP-085,2025-11-01,,Inspection,Monthly,Mech,Open,Overdue,252.0,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1320,LNG-CWP-085,2025-12-01,2025-11-30,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1321,LNG-CWP-085,2026-01-01,2025-12-29,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1322,LNG-CWP-085,2026-02-01,2026-02-14,Lubrication,Monthly,Mech,Completed,Completed Late,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1323,LNG-CWP-085,2026-03-01,2026-02-27,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1324,LNG-CWP-085,2026-04-01,2026-03-30,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1325,LNG-CWP-085,2026-05-01,,Inspection,Monthly,Mech,Open,Overdue,71.0,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1326,LNG-CWP-085,2026-06-01,2026-05-30,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1327,LNG-CWP-085,2026-07-01,2026-06-30,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1328,LNG-CWP-085,2026-08-01,,Lubrication,Monthly,Mech,Open,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1329,LNG-CWP-085,2026-09-01,,Inspection,Monthly,Mech,Open,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1330,LNG-CWP-085,2026-10-01,,Lubrication,Monthly,Mech,Open,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1331,LNG-CWP-085,2026-11-01,,Inspection,Monthly,Mech,Open,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1332,LNG-CWP-085,2026-12-01,,Lubrication,Monthly,Mech,Open,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1333,LNG-CWP-090,2024-01-01,2024-01-08,Inspection,Monthly,Mech,Completed,Completed Late,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1334,LNG-CWP-090,2024-02-01,2024-02-05,Lubrication,Monthly,Mech,Completed,Completed Late,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1335,LNG-CWP-090,2024-03-01,2024-02-28,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1336,LNG-CWP-090,2024-04-01,2024-03-31,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1337,LNG-CWP-090,2024-05-01,,Inspection,Monthly,Mech,Cancelled,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1338,LNG-CWP-090,2024-06-01,2024-05-30,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1339,LNG-CWP-090,2024-07-01,2024-06-28,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1340,LNG-CWP-090,2024-08-01,2024-08-01,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1341,LNG-CWP-090,2024-09-01,2024-09-10,Inspection,Monthly,Mech,Completed,Completed Late,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1342,LNG-CWP-090,2024-10-01,2024-10-14,Lubrication,Monthly,Mech,Completed,Completed Late,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1343,LNG-CWP-090,2024-11-01,2024-11-07,Inspection,Monthly,Mech,Completed,Completed Late,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1344,LNG-CWP-090,2024-12-01,,Lubrication,Monthly,Mech,Cancelled,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1345,LNG-CWP-090,2025-01-01,,Inspection,Monthly,Mech,Open,Overdue,556.0,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1346,LNG-CWP-090,2025-02-01,2025-01-30,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1347,LNG-CWP-090,2025-03-01,2025-02-28,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1348,LNG-CWP-090,2025-04-01,,Lubrication,Monthly,Mech,Open,Overdue,466.0,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1349,LNG-CWP-090,2025-05-01,2025-05-01,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1350,LNG-CWP-090,2025-06-01,,Lubrication,Monthly,Mech,Open,Overdue,405.0,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1351,LNG-CWP-090,2025-07-01,,Inspection,Monthly,Mech,Open,Overdue,375.0,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1352,LNG-CWP-090,2025-08-01,,Lubrication,Monthly,Mech,Open,Overdue,344.0,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1353,LNG-CWP-090,2025-09-01,2025-08-30,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1354,LNG-CWP-090,2025-10-01,2025-09-29,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1355,LNG-CWP-090,2025-11-01,2025-10-30,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1356,LNG-CWP-090,2025-12-01,2025-11-29,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1357,LNG-CWP-090,2026-01-01,2025-12-31,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1358,LNG-CWP-090,2026-02-01,2026-01-29,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1359,LNG-CWP-090,2026-03-01,2026-02-28,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1360,LNG-CWP-090,2026-04-01,2026-03-31,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1361,LNG-CWP-090,2026-05-01,,Inspection,Monthly,Mech,Open,Overdue,71.0,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1362,LNG-CWP-090,2026-06-01,2026-05-30,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1363,LNG-CWP-090,2026-07-01,2026-06-29,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1364,LNG-CWP-090,2026-08-01,,Lubrication,Monthly,Mech,Cancelled,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1365,LNG-CWP-090,2026-09-01,,Inspection,Monthly,Mech,Open,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1366,LNG-CWP-090,2026-10-01,,Lubrication,Monthly,Mech,Open,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1367,LNG-CWP-090,2026-11-01,,Inspection,Monthly,Mech,Open,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1368,LNG-CWP-090,2026-12-01,,Lubrication,Monthly,Mech,Open,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1369,LNG-CWP-095,2024-01-01,2023-12-29,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1370,LNG-CWP-095,2024-02-01,2024-01-30,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1371,LNG-CWP-095,2024-03-01,,Inspection,Monthly,Mech,Open,Overdue,862.0,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1372,LNG-CWP-095,2024-04-01,2024-03-30,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1373,LNG-CWP-095,2024-05-01,2024-04-30,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1374,LNG-CWP-095,2024-06-01,2024-05-29,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1375,LNG-CWP-095,2024-07-01,2024-06-30,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1376,LNG-CWP-095,2024-08-01,,Lubrication,Monthly,Mech,Open,Overdue,709.0,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1377,LNG-CWP-095,2024-09-01,2024-08-31,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1378,LNG-CWP-095,2024-10-01,2024-10-01,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1379,LNG-CWP-095,2024-11-01,2024-10-29,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1380,LNG-CWP-095,2024-12-01,2024-12-09,Lubrication,Monthly,Mech,Completed,Completed Late,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1381,LNG-CWP-095,2025-01-01,2025-01-01,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1382,LNG-CWP-095,2025-02-01,2025-01-29,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1383,LNG-CWP-095,2025-03-01,2025-03-04,Inspection,Monthly,Mech,Completed,Completed Late,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1384,LNG-CWP-095,2025-04-01,2025-03-31,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1385,LNG-CWP-095,2025-05-01,2025-04-28,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1386,LNG-CWP-095,2025-06-01,2025-05-29,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1387,LNG-CWP-095,2025-07-01,2025-06-29,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1388,LNG-CWP-095,2025-08-01,2025-08-01,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1389,LNG-CWP-095,2025-09-01,2025-08-29,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1390,LNG-CWP-095,2025-10-01,2025-09-29,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1391,LNG-CWP-095,2025-11-01,2025-10-29,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1392,LNG-CWP-095,2025-12-01,2025-12-03,Lubrication,Monthly,Mech,Completed,Completed Late,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1393,LNG-CWP-095,2026-01-01,2026-01-11,Inspection,Monthly,Mech,Completed,Completed Late,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1394,LNG-CWP-095,2026-02-01,2026-01-30,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1395,LNG-CWP-095,2026-03-01,2026-03-01,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1396,LNG-CWP-095,2026-04-01,2026-03-29,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1397,LNG-CWP-095,2026-05-01,2026-04-28,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1398,LNG-CWP-095,2026-06-01,2026-05-30,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1399,LNG-CWP-095,2026-07-01,2026-07-01,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1400,LNG-CWP-095,2026-08-01,,Lubrication,Monthly,Mech,Open,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1401,LNG-CWP-095,2026-09-01,,Inspection,Monthly,Mech,Open,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1402,LNG-CWP-095,2026-10-01,,Lubrication,Monthly,Mech,Open,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1403,LNG-CWP-095,2026-11-01,,Inspection,Monthly,Mech,Open,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1404,LNG-CWP-095,2026-12-01,,Lubrication,Monthly,Mech,Open,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1405,LNG-CWP-100,2024-01-01,2023-12-30,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1406,LNG-CWP-100,2024-02-01,2024-01-29,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1407,LNG-CWP-100,2024-03-01,2024-02-28,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1408,LNG-CWP-100,2024-04-01,2024-04-01,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1409,LNG-CWP-100,2024-05-01,2024-05-08,Inspection,Monthly,Mech,Completed,Completed Late,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1410,LNG-CWP-100,2024-06-01,2024-06-01,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1411,LNG-CWP-100,2024-07-01,2024-07-01,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1412,LNG-CWP-100,2024-08-01,,Lubrication,Monthly,Mech,Open,Overdue,709.0,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1413,LNG-CWP-100,2024-09-01,2024-09-15,Inspection,Monthly,Mech,Completed,Completed Late,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1414,LNG-CWP-100,2024-10-01,,Lubrication,Monthly,Mech,Cancelled,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1415,LNG-CWP-100,2024-11-01,,Inspection,Monthly,Mech,Open,Overdue,617.0,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1416,LNG-CWP-100,2024-12-01,2024-11-30,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1417,LNG-CWP-100,2025-01-01,2024-12-30,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1418,LNG-CWP-100,2025-02-01,2025-02-05,Lubrication,Monthly,Mech,Completed,Completed Late,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1419,LNG-CWP-100,2025-03-01,2025-03-01,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1420,LNG-CWP-100,2025-04-01,2025-04-01,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1421,LNG-CWP-100,2025-05-01,2025-05-08,Inspection,Monthly,Mech,Completed,Completed Late,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1422,LNG-CWP-100,2025-06-01,2025-05-29,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1423,LNG-CWP-100,2025-07-01,2025-06-29,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1424,LNG-CWP-100,2025-08-01,2025-07-31,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1425,LNG-CWP-100,2025-09-01,2025-08-30,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1426,LNG-CWP-100,2025-10-01,2025-09-30,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1427,LNG-CWP-100,2025-11-01,2025-11-03,Inspection,Monthly,Mech,Completed,Completed Late,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1428,LNG-CWP-100,2025-12-01,2025-12-09,Lubrication,Monthly,Mech,Completed,Completed Late,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1429,LNG-CWP-100,2026-01-01,2026-01-01,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1430,LNG-CWP-100,2026-02-01,2026-01-31,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1431,LNG-CWP-100,2026-03-01,2026-02-27,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1432,LNG-CWP-100,2026-04-01,2026-04-14,Lubrication,Monthly,Mech,Completed,Completed Late,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1433,LNG-CWP-100,2026-05-01,2026-05-01,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1434,LNG-CWP-100,2026-06-01,2026-05-31,Lubrication,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1435,LNG-CWP-100,2026-07-01,2026-06-29,Inspection,Monthly,Mech,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1436,LNG-CWP-100,2026-08-01,,Lubrication,Monthly,Mech,Open,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1437,LNG-CWP-100,2026-09-01,,Inspection,Monthly,Mech,Open,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1438,LNG-CWP-100,2026-10-01,,Lubrication,Monthly,Mech,Open,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1439,LNG-CWP-100,2026-11-01,,Inspection,Monthly,Mech,Open,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1440,LNG-CWP-100,2026-12-01,,Lubrication,Monthly,Mech,Open,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1441,LNG-GEN-004,2024-01-01,2023-12-31,Inspection,Quarterly,Elec,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1442,LNG-GEN-004,2024-04-01,2024-03-31,Electrical Test,Quarterly,Elec,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1443,LNG-GEN-004,2024-07-01,2024-06-28,Overhaul Review,Quarterly,Elec,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1444,LNG-GEN-004,2024-10-01,2024-10-06,Inspection,Quarterly,Elec,Completed,Completed Late,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1445,LNG-GEN-004,2025-01-01,2024-12-31,Electrical Test,Quarterly,Elec,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1446,LNG-GEN-004,2025-04-01,,Overhaul Review,Quarterly,Elec,Cancelled,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1447,LNG-GEN-004,2025-07-01,2025-06-28,Inspection,Quarterly,Elec,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1448,LNG-GEN-004,2025-10-01,2025-10-01,Electrical Test,Quarterly,Elec,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1449,LNG-GEN-004,2026-01-01,2025-12-29,Overhaul Review,Quarterly,Elec,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1450,LNG-GEN-004,2026-04-01,2026-03-30,Inspection,Quarterly,Elec,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1451,LNG-GEN-004,2026-07-01,2026-07-01,Electrical Test,Quarterly,Elec,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1452,LNG-GEN-004,2026-10-01,,Overhaul Review,Quarterly,Elec,Open,Upcoming,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1453,LNG-GEN-009,2024-01-01,2023-12-29,Inspection,Quarterly,Elec,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1454,LNG-GEN-009,2024-04-01,2024-03-30,Electrical Test,Quarterly,Elec,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1455,LNG-GEN-009,2024-07-01,2024-06-28,Overhaul Review,Quarterly,Elec,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1456,LNG-GEN-009,2024-10-01,2024-10-03,Inspection,Quarterly,Elec,Completed,Completed Late,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
1457,LNG-GEN-009,2025-01-01,2024-12-29,Electrical Test,Quarterly,Elec,Completed,On Time,,Simulated/Generated scheduled maintenance dataset; seed=42; no real operator PM data,True
