WorkOrderID,AssetID,MaintenanceDate,ActionID,MaintenanceType,LaborHours,PartsCost,TotalCost,WorkOrderStatus,CompletionDate,PerformedBy,DataOrigin,IsIllustrative
1888,LNG-CMP-077,2015-07-10,1,Preventive,4.0,7500.0,8100.0,Completed,2015-07-10,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1889,LNG-GEN-019,2015-07-12,1,Condition-Based,3.0,6250.0,6700.0,Completed,2015-07-12,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1890,LNG-MTR-053,2015-07-12,1,Corrective,4.0,5000.0,5600.0,Completed,2015-07-12,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1891,LNG-PMP-061,2015-07-12,8,Predictive,9.0,13200.0,14550.0,Completed,2015-07-13,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1892,LNG-CMP-062,2015-07-12,2,Condition-Based,3.0,4500.0,4950.0,Completed,2015-07-12,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1893,LNG-CMP-062,2015-07-12,8,Condition-Based,9.0,18000.0,19350.0,Completed,2015-07-13,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1894,LNG-MTR-063,2015-07-12,1,Predictive,3.0,5000.0,5450.0,Completed,2015-07-12,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1895,LNG-MTR-063,2015-07-12,8,Predictive,9.0,12000.0,13350.0,Completed,2015-07-13,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1896,LNG-CWP-070,2015-07-12,1,Corrective,4.0,5500.0,6100.0,Completed,2015-07-12,Mechanical Team B,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1897,LNG-CWP-070,2015-07-12,4,Condition-Based,2.25,880.0,1217.5,Completed,2015-07-12,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1898,LNG-CWP-080,2015-07-12,2,Corrective,4.0,3300.0,3900.0,Completed,2015-07-12,Mechanical Team B,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1899,LNG-CMP-082,2015-07-12,1,Condition-Based,3.0,7500.0,7950.0,Completed,2015-07-12,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1900,LNG-CWP-100,2015-07-12,8,Predictive,9.0,13200.0,14550.0,Completed,2015-07-13,Mechanical Team B,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1901,LNG-PMP-056,2015-07-13,8,Condition-Based,9.0,13200.0,14550.0,Completed,2015-07-14,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1902,LNG-PMP-056,2015-07-13,4,Condition-Based,2.25,880.0,1217.5,Completed,2015-07-13,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1903,LNG-MTR-018,2015-07-14,8,Predictive,9.0,12000.0,13350.0,Completed,2015-07-15,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1904,LNG-GEN-044,2015-07-14,8,Predictive,9.0,15000.0,16350.0,Completed,2015-07-15,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1905,LNG-GEN-049,2015-07-14,4,Corrective,3.0,1000.0,1450.0,Completed,2015-07-14,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1906,LNG-CWP-050,2015-07-14,8,Condition-Based,9.0,13200.0,14550.0,Completed,2015-07-15,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1907,LNG-GEN-054,2015-07-14,2,Predictive,3.0,3750.0,4200.0,Completed,2015-07-14,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1908,LNG-GEN-054,2015-07-14,8,Predictive,9.0,15000.0,16350.0,Completed,2015-07-15,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1909,LNG-CWP-060,2015-07-14,8,Condition-Based,9.0,13200.0,14550.0,Completed,2015-07-15,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1910,LNG-MTR-098,2015-07-14,4,Predictive,2.25,800.0,1137.5,Completed,2015-07-14,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1911,LNG-GEN-014,2015-07-15,1,Corrective,4.0,6250.0,6850.0,Completed,2015-07-15,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1912,LNG-GEN-014,2015-07-15,8,Condition-Based,9.0,15000.0,16350.0,Completed,2015-07-16,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1913,LNG-CMP-017,2015-07-15,2,Corrective,4.0,4500.0,5100.0,Completed,2015-07-15,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1914,LNG-MTR-028,2015-07-15,4,Condition-Based,2.25,800.0,1137.5,Completed,2015-07-15,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1915,LNG-MTR-033,2015-07-15,2,Predictive,3.0,3000.0,3450.0,Completed,2015-07-15,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1916,LNG-MTR-033,2015-07-15,4,Predictive,2.25,800.0,1137.5,Completed,2015-07-15,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1917,LNG-PMP-051,2015-07-15,4,Corrective,3.0,880.0,1330.0,Completed,2015-07-15,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1918,LNG-MTR-058,2015-07-15,2,Predictive,3.0,3000.0,3450.0,Completed,2015-07-15,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1919,LNG-CWP-065,2015-07-15,8,Condition-Based,9.0,13200.0,14550.0,Completed,2015-07-16,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1920,LNG-CMP-067,2015-07-15,2,Corrective,4.0,4500.0,5100.0,Completed,2015-07-15,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1921,LNG-MTR-083,2015-07-15,1,Corrective,4.0,5000.0,5600.0,Completed,2015-07-15,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1922,LNG-MTR-083,2015-07-15,4,Corrective,3.0,800.0,1250.0,Completed,2015-07-15,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1923,LNG-MTR-093,2015-07-15,2,Preventive,4.0,3000.0,3600.0,Completed,2015-07-15,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1924,LNG-MTR-093,2015-07-15,8,Preventive,12.0,12000.0,13800.0,Completed,2015-07-16,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1925,LNG-GEN-004,2015-07-16,2,Corrective,4.0,3750.0,4350.0,Completed,2015-07-16,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1926,LNG-PMP-016,2015-07-16,4,Predictive,2.25,880.0,1217.5,Completed,2015-07-16,Mechanical Team B,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1927,LNG-GEN-024,2015-07-16,1,Condition-Based,3.0,6250.0,6700.0,Completed,2015-07-16,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1928,LNG-GEN-024,2015-07-16,2,Condition-Based,3.0,3750.0,4200.0,Completed,2015-07-16,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1929,LNG-GEN-029,2015-07-16,1,Condition-Based,3.0,6250.0,6700.0,Completed,2015-07-16,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1930,LNG-GEN-029,2015-07-16,8,Condition-Based,9.0,15000.0,16350.0,Completed,2015-07-17,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1931,LNG-MTR-038,2015-07-16,8,Predictive,9.0,12000.0,13350.0,Completed,2015-07-17,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1932,LNG-PMP-041,2015-07-16,8,Predictive,9.0,13200.0,14550.0,Completed,2015-07-17,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1933,LNG-MTR-068,2015-07-16,1,Preventive,4.0,5000.0,5600.0,Completed,2015-07-16,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1934,LNG-MTR-068,2015-07-16,4,Preventive,3.0,800.0,1250.0,Completed,2015-07-16,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1935,LNG-MTR-073,2015-07-16,1,Corrective,4.0,5000.0,5600.0,Completed,2015-07-16,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1936,LNG-GEN-079,2015-07-16,8,Predictive,9.0,15000.0,16350.0,Completed,2015-07-17,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1937,LNG-PMP-081,2015-07-16,8,Predictive,9.0,13200.0,14550.0,Completed,2015-07-17,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1938,LNG-PMP-081,2015-07-16,4,Predictive,2.25,880.0,1217.5,Completed,2015-07-16,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1939,LNG-PMP-091,2015-07-16,1,Predictive,3.0,5500.0,5950.0,Completed,2015-07-16,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1940,LNG-CMP-002,2015-07-17,1,Condition-Based,3.0,7500.0,7950.0,Completed,2015-07-17,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1941,LNG-CMP-002,2015-07-17,4,Condition-Based,2.25,1200.0,1537.5,Completed,2015-07-17,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1942,LNG-GEN-009,2015-07-17,2,Corrective,4.0,3750.0,4350.0,Completed,2015-07-17,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1943,LNG-PMP-076,2015-07-17,1,Predictive,3.0,5500.0,5950.0,Completed,2015-07-17,Mechanical Team B,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1944,LNG-PMP-096,2015-07-17,2,Condition-Based,3.0,3300.0,3750.0,Completed,2015-07-17,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1945,LNG-PMP-096,2015-07-17,8,Corrective,12.0,13200.0,15000.0,Completed,2015-07-18,Mechanical Team B,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1946,LNG-GEN-099,2015-07-17,1,Condition-Based,3.0,6250.0,6700.0,Completed,2015-07-17,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1947,LNG-GEN-099,2015-07-17,8,Corrective,12.0,15000.0,16800.0,Completed,2015-07-18,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1948,LNG-CWP-010,2015-07-18,2,Predictive,3.0,3300.0,3750.0,Completed,2015-07-18,Mechanical Team B,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1949,LNG-CWP-010,2015-07-18,4,Predictive,2.25,880.0,1217.5,Completed,2015-07-18,Mechanical Team B,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1950,LNG-CWP-020,2015-07-18,1,Corrective,4.0,5500.0,6100.0,Completed,2015-07-18,Mechanical Team B,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1951,LNG-CWP-025,2015-07-18,1,Predictive,3.0,5500.0,5950.0,Completed,2015-07-18,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1952,LNG-CMP-037,2015-07-18,8,Condition-Based,9.0,18000.0,19350.0,Completed,2015-07-19,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1953,LNG-CMP-037,2015-07-18,4,Corrective,3.0,1200.0,1650.0,Completed,2015-07-18,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1954,LNG-CWP-040,2015-07-18,2,Condition-Based,3.0,3300.0,3750.0,Completed,2015-07-18,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1955,LNG-CWP-040,2015-07-18,4,Condition-Based,2.25,880.0,1217.5,Completed,2015-07-18,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1956,LNG-CMP-052,2015-07-18,4,Corrective,3.0,1200.0,1650.0,Completed,2015-07-18,Mechanical Team B,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1957,LNG-PMP-066,2015-07-18,8,Predictive,9.0,13200.0,14550.0,Completed,2015-07-19,Mechanical Team B,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1958,LNG-PMP-001,2015-07-19,1,Preventive,4.0,5500.0,6100.0,Completed,2015-07-19,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1959,LNG-MTR-023,2015-07-19,2,Corrective,4.0,3000.0,3600.0,Completed,2015-07-19,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1960,LNG-GEN-059,2015-07-19,1,Corrective,4.0,6250.0,6850.0,Completed,2015-07-19,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1961,LNG-GEN-064,2015-07-19,1,Preventive,4.0,6250.0,6850.0,Completed,2015-07-19,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1962,LNG-GEN-064,2015-07-19,4,Preventive,3.0,1000.0,1450.0,Completed,2015-07-19,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1963,LNG-GEN-069,2015-07-19,1,Predictive,3.0,6250.0,6700.0,Completed,2015-07-19,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1964,LNG-GEN-084,2015-07-19,8,Condition-Based,9.0,15000.0,16350.0,Completed,2015-07-20,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1965,LNG-CWP-090,2015-07-19,2,Predictive,3.0,3300.0,3750.0,Completed,2015-07-19,Mechanical Team B,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1966,LNG-CMP-092,2015-07-19,4,Predictive,2.25,1200.0,1537.5,Completed,2015-07-19,Mechanical Team B,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1967,LNG-CWP-095,2015-07-19,8,Preventive,12.0,13200.0,15000.0,Completed,2015-07-20,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1968,LNG-MTR-008,2015-07-20,8,Predictive,9.0,12000.0,13350.0,Completed,2015-07-21,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1969,LNG-PMP-026,2015-07-20,4,Predictive,2.25,880.0,1217.5,Completed,2015-07-20,Mechanical Team B,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1970,LNG-CWP-035,2015-07-20,2,Corrective,4.0,3300.0,3900.0,Completed,2015-07-20,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1971,LNG-CWP-035,2015-07-20,4,Condition-Based,2.25,880.0,1217.5,Completed,2015-07-20,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1972,LNG-CMP-042,2015-07-20,4,Condition-Based,2.25,1200.0,1537.5,Completed,2015-07-20,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1973,LNG-MTR-043,2015-07-20,1,Corrective,4.0,5000.0,5600.0,Completed,2015-07-20,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1974,LNG-CWP-055,2015-07-20,8,Predictive,9.0,13200.0,14550.0,Completed,2015-07-21,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1975,LNG-MTR-078,2015-07-20,1,Condition-Based,3.0,5000.0,5450.0,Completed,2015-07-20,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1976,LNG-MTR-078,2015-07-20,4,Corrective,3.0,800.0,1250.0,Completed,2015-07-20,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1977,LNG-MTR-003,2015-07-21,2,Corrective,4.0,3000.0,3600.0,Completed,2015-07-21,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1978,LNG-PMP-006,2015-07-21,2,Preventive,4.0,3300.0,3900.0,Completed,2015-07-21,Mechanical Team B,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1979,LNG-PMP-006,2015-07-21,8,Preventive,12.0,13200.0,15000.0,Completed,2015-07-22,Mechanical Team B,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1980,LNG-CMP-012,2015-07-21,4,Condition-Based,2.25,1200.0,1537.5,Completed,2015-07-21,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1981,LNG-PMP-031,2015-07-21,2,Predictive,3.0,3300.0,3750.0,Completed,2015-07-21,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1982,LNG-PMP-036,2015-07-21,8,Predictive,9.0,13200.0,14550.0,Completed,2015-07-22,Mechanical Team B,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1983,LNG-CWP-045,2015-07-21,8,Condition-Based,9.0,13200.0,14550.0,Completed,2015-07-22,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1984,LNG-CWP-045,2015-07-21,4,Corrective,3.0,880.0,1330.0,Completed,2015-07-21,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1985,LNG-CWP-075,2015-07-21,2,Corrective,4.0,3300.0,3900.0,Completed,2015-07-21,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1986,LNG-PMP-046,2015-07-22,2,Predictive,3.0,3300.0,3750.0,Completed,2015-07-22,Mechanical Team B,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1987,LNG-CMP-057,2015-07-22,8,Condition-Based,9.0,18000.0,19350.0,Completed,2015-07-23,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1988,LNG-CMP-057,2015-07-22,4,Condition-Based,2.25,1200.0,1537.5,Completed,2015-07-22,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1989,LNG-CMP-072,2015-07-22,1,Predictive,3.0,7500.0,7950.0,Completed,2015-07-22,Mechanical Team B,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1990,LNG-GEN-074,2015-07-22,2,Corrective,4.0,3750.0,4350.0,Completed,2015-07-22,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1991,LNG-GEN-074,2015-07-22,8,Condition-Based,9.0,15000.0,16350.0,Completed,2015-07-23,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1992,LNG-PMP-086,2015-07-22,4,Predictive,2.25,880.0,1217.5,Completed,2015-07-22,Mechanical Team B,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1993,LNG-GEN-089,2015-07-22,2,Corrective,4.0,3750.0,4350.0,Completed,2015-07-22,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1994,LNG-GEN-094,2015-07-22,2,Predictive,3.0,3750.0,4200.0,Completed,2015-07-22,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1995,LNG-CWP-005,2015-07-23,2,Predictive,3.0,3300.0,3750.0,Completed,2015-07-23,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1996,LNG-CMP-007,2015-07-23,2,Predictive,3.0,4500.0,4950.0,Completed,2015-07-23,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1997,LNG-CMP-007,2015-07-23,8,Predictive,9.0,18000.0,19350.0,Completed,2015-07-24,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1998,LNG-CMP-047,2015-07-23,4,Predictive,2.25,1200.0,1537.5,Completed,2015-07-23,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
1999,LNG-CMP-097,2015-07-23,1,Condition-Based,3.0,7500.0,7950.0,Completed,2015-07-23,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2000,LNG-CMP-097,2015-07-23,4,Corrective,3.0,1200.0,1650.0,Completed,2015-07-23,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2001,LNG-CMP-032,2015-07-24,2,Predictive,3.0,4500.0,4950.0,Completed,2015-07-24,Mechanical Team B,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2002,LNG-MTR-013,2015-07-25,4,Predictive,2.25,800.0,1137.5,Completed,2015-07-25,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2003,LNG-MTR-048,2015-07-25,1,Corrective,4.0,5000.0,5600.0,Completed,2015-07-25,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2004,LNG-MTR-048,2015-07-25,2,Condition-Based,3.0,3000.0,3450.0,Completed,2015-07-25,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2005,LNG-PMP-071,2015-07-25,4,Corrective,3.0,880.0,1330.0,Completed,2015-07-25,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2006,LNG-CMP-077,2015-07-25,8,Predictive,9.0,18000.0,19350.0,Completed,2015-07-26,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2007,LNG-CMP-077,2015-07-25,4,Predictive,2.25,1200.0,1537.5,Completed,2015-07-25,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2008,LNG-CMP-087,2015-07-26,2,Predictive,3.0,4500.0,4950.0,Completed,2015-07-26,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2009,LNG-CMP-087,2015-07-26,4,Predictive,2.25,1200.0,1537.5,Completed,2015-07-26,Mechanical Team A,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2010,LNG-GEN-019,2015-07-27,8,Predictive,9.0,15000.0,16350.0,Completed,2015-07-28,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2011,LNG-MTR-053,2015-07-27,4,Preventive,3.0,800.0,1250.0,Completed,2015-07-27,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2012,LNG-PMP-061,2015-07-27,8,Condition-Based,9.0,13200.0,14550.0,Completed,2015-07-28,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2013,LNG-CMP-062,2015-07-27,4,Predictive,2.25,1200.0,1537.5,Completed,2015-07-27,Mechanical Team B,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2014,LNG-MTR-063,2015-07-27,4,Corrective,3.0,800.0,1250.0,Completed,2015-07-27,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2015,LNG-CWP-070,2015-07-27,8,Predictive,9.0,13200.0,14550.0,Completed,2015-07-28,Mechanical Team B,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2016,LNG-CWP-080,2015-07-27,8,Predictive,9.0,13200.0,14550.0,Completed,2015-07-28,Mechanical Team B,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2017,LNG-CWP-080,2015-07-27,4,Predictive,2.25,880.0,1217.5,Completed,2015-07-27,Mechanical Team B,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2018,LNG-CMP-082,2015-07-27,1,Predictive,3.0,7500.0,7950.0,Completed,2015-07-27,Mechanical Team B,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2019,LNG-CWP-100,2015-07-27,1,Predictive,3.0,5500.0,5950.0,Completed,2015-07-27,Mechanical Team B,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2020,LNG-CWP-100,2015-07-27,2,Predictive,3.0,3300.0,3750.0,Completed,2015-07-27,Mechanical Team B,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2021,LNG-MTR-018,2015-07-29,2,Corrective,4.0,3000.0,3600.0,Completed,2015-07-29,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2022,LNG-MTR-018,2015-07-29,8,Condition-Based,9.0,12000.0,13350.0,Completed,2015-07-30,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2023,LNG-GEN-044,2015-07-29,2,Corrective,4.0,3750.0,4350.0,Completed,2015-07-29,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2024,LNG-GEN-044,2015-07-29,4,Condition-Based,2.25,1000.0,1337.5,Completed,2015-07-29,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2025,LNG-GEN-049,2015-07-29,1,Condition-Based,3.0,6250.0,6700.0,Completed,2015-07-29,Reliability Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2026,LNG-GEN-049,2015-07-29,8,Corrective,12.0,15000.0,16800.0,Completed,2015-07-30,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2027,LNG-CWP-050,2015-07-29,8,Predictive,9.0,13200.0,14550.0,Completed,2015-07-30,Mechanical Team B,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
2028,LNG-GEN-054,2015-07-29,2,Predictive,3.0,3750.0,4200.0,Completed,2015-07-29,Electrical Team,Direct/Mapped/Derived/Inferred/Simulated from public Azure PdM maintenance events,True
